Patient	Gene	ENSG.ID	logFC	logCPM	F	PValue	FDR
P1		ENSG00000286694.1	-1.0136976	-1.277371795	6.611393937	0.017188275	0.050175896
P1	SELENOS	ENSG00000131871.15	0.258049557	5.012569532	6.610728983	0.017193213	0.050183609
P1	FAM126B	ENSG00000155744.10	0.258691175	4.140593176	6.60684698	0.017222074	0.050261135
P1	CD2AP	ENSG00000198087.7	0.2472207	6.705959532	6.606109715	0.017227561	0.050270437
P1	AC116345.1	ENSG00000249743.7	0.461940352	0.796987698	6.601800001	0.017259676	0.050357425
P1		ENSG00000288018.2	0.485554806	1.889195498	6.600417998	0.017269988	0.050380788
P1	RAF1	ENSG00000132155.14	0.127722267	6.465423113	6.593126446	0.017324511	0.050533098
P1	NID1	ENSG00000116962.15	-0.14668627	8.639174104	6.582014762	0.017407966	0.05076975
P1	PANX2	ENSG00000073150.14	0.343841793	1.678853744	6.579176982	0.017429351	0.050825337
P1		ENSG00000287602.1	-2.514372898	-2.870130054	6.578857989	0.017431757	0.05082557
P1	AC079760.1	ENSG00000235450.1	-0.574864762	-0.438338129	6.575433485	0.017457606	0.050890389
P1	MCOLN2	ENSG00000153898.13	-0.625573888	0.236159449	6.575296004	0.017458645	0.050890389
P1	NCOA4	ENSG00000266412.6	0.215010036	7.533883041	6.574849142	0.017462021	0.050893443
P1	AC069234.1	ENSG00000255946.2	0.567853983	-0.429064791	6.574280267	0.01746632	0.050899187
P1	ETAA1	ENSG00000143971.9	0.259933382	4.3958106	6.569912448	0.01749937	0.0509887
P1	PCDH17	ENSG00000118946.12	-1.151119017	-2.232304225	6.5686586	0.01750887	0.051009581
P1	VWA3A	ENSG00000175267.15	-0.831558905	-1.687154163	6.565303118	0.017534323	0.051076924
P1	DDX11L2	ENSG00000236397.3	-0.484072052	0.296625242	6.564135486	0.017543189	0.051093558
P1	NUDT16	ENSG00000198585.12	-0.178364383	4.460650824	6.563935479	0.017544709	0.051093558
P1	HSP90B1	ENSG00000166598.16	0.334323663	7.334000394	6.56344795	0.017548412	0.051097536
P1	MRPL45P2	ENSG00000228782.8	-0.262810635	3.84657698	6.559320185	0.017579807	0.051182132
P1	AC112229.4	ENSG00000273471.1	-1.106237862	-1.853885808	6.558910639	0.017582925	0.051184392
P1	AC233280.2	ENSG00000271662.1	1.503028215	-2.687815284	6.557955296	0.017590202	0.051198755
P1	MRPL11	ENSG00000174547.13	0.214984634	3.798642749	6.554755052	0.017614601	0.051262945
P1	AL020994.3	ENSG00000233574.1	4.298997281	-3.430367142	6.778097019	0.017626828	0.0512917
P1	MIR193BHG	ENSG00000262454.4	-0.229977747	4.693963569	6.551585147	0.017638806	0.051319721
P1	RGPD6	ENSG00000183054.12	0.405958005	0.474672411	6.549408576	0.017655447	0.051361301
P1	FGF17	ENSG00000158815.11	-2.147673805	-3.764657105	6.645842381	0.017683187	0.051435153
P1	UBE2D3	ENSG00000109332.20	0.124214841	8.07305594	6.541966806	0.017712477	0.051513491
P1	LYPLA2	ENSG00000011009.11	-0.17443238	4.209106376	6.541133843	0.017718873	0.051520764
P1	NFU1	ENSG00000169599.13	0.221093501	3.827891139	6.540888636	0.017720756	0.051520764
P1	AC016355.1	ENSG00000270964.1	-1.035295656	-1.348576913	6.5407203	0.017722049	0.051520764
P1	SIGMAR1	ENSG00000147955.18	0.253653995	5.747902515	6.539036471	0.017734989	0.051551526
P1		ENSG00000286226.1	-1.273545699	-2.2970115	6.537462387	0.017747095	0.051579855
P1	AL358075.4	ENSG00000278139.1	-1.814345796	-3.109036894	6.532300401	0.01778686	0.051688553
P1	AC130371.2	ENSG00000274370.1	0.334359998	2.190343002	6.531399186	0.017793812	0.051701883
P1	RNU2-63P	ENSG00000222724.1	1.333890452	-3.062312267	6.529930849	0.017805147	0.051727939
P1	MED23	ENSG00000112282.18	0.182818502	6.093163707	6.528052995	0.017819654	0.051763204
P1	AC012462.1	ENSG00000225166.2	-1.10933337	-0.990394486	6.523858118	0.017852108	0.051850587
P1	TSC22D1-AS1	ENSG00000278156.2	-0.576998319	0.643722112	6.521367452	0.017871408	0.051899746
P1	MAP3K3	ENSG00000198909.8	0.181629372	4.673010596	6.521022568	0.017874082	0.051900617
P1	LARP4B	ENSG00000107929.16	0.140201197	7.484594349	6.518655292	0.017892451	0.051947052
P1	AL513550.1	ENSG00000228506.3	-0.307486119	2.247850256	6.517792255	0.017899153	0.051959607
P1	PLAC1	ENSG00000170965.10	0.660850112	-0.38770829	6.517246765	0.01790339	0.051965006
P1	GRIN3B	ENSG00000116032.5	-0.52638401	0.32564609	6.516578747	0.017908581	0.05197317
P1	HOPX	ENSG00000171476.22	-1.680617972	-3.369478255	6.510983735	0.017952122	0.052092616
P1	FBXO3	ENSG00000110429.14	0.173356362	4.980172222	6.510509037	0.017955822	0.052096434
P1	PDE4D	ENSG00000113448.20	0.319648584	5.119135909	6.508715004	0.017969811	0.052130103
P1	FAM35BP	ENSG00000165874.13	0.47261765	-0.370902483	6.506487058	0.017987201	0.052173625
P1	NKAPL	ENSG00000189134.4	-0.719846421	-0.488449405	6.505242327	0.017996925	0.052190786
P1	POU2F1	ENSG00000143190.23	0.19288693	6.161814081	6.505118406	0.017997893	0.052190786
P1	CA3	ENSG00000164879.7	-0.556012198	0.701995756	6.503685347	0.018009096	0.052216344
P1	FRY	ENSG00000073910.23	-0.236193246	5.692633996	6.502196103	0.018020746	0.052243193
P1	SERPINH1	ENSG00000149257.16	-0.233286276	9.923348423	6.499154184	0.018044569	0.052305318
P1	LRRC49	ENSG00000137821.12	0.185336905	4.40116344	6.497744932	0.018055617	0.052324161
P1	ARHGAP9	ENSG00000123329.20	-2.044473712	-3.539846636	6.497714305	0.018055858	0.052324161
P1		ENSG00000288044.2	-0.351137659	1.551565475	6.497114498	0.018060562	0.052330856
P1	AC025366.1	ENSG00000253122.1	-2.633376367	-4.164437589	6.594321559	0.018072154	0.052357504
P1	FAM20B	ENSG00000116199.12	0.179527559	6.683782034	6.491233548	0.018106764	0.052450818
P1	THRA	ENSG00000126351.13	-0.21296232	5.552130102	6.49085629	0.018109732	0.052452465
P1		ENSG00000286379.1	-0.535436719	0.107505096	6.488325537	0.018129658	0.05250322
P1	PREP	ENSG00000085377.15	0.130586167	6.029703248	6.485652613	0.018150729	0.052557279
P1	AC093725.2	ENSG00000250333.2	1.416526055	-3.320344168	6.484130909	0.018162738	0.052585084
P1	RPS26P6	ENSG00000212994.5	-1.658528727	-2.265137923	6.481968922	0.018179814	0.052627552
P1	IL24	ENSG00000162892.16	1.295004254	-2.423542878	6.480731984	0.018189592	0.052648884
P1	SPIN2B	ENSG00000186787.10	-0.390241794	1.030423267	6.47728814	0.018216846	0.052720787
P1	GPR156	ENSG00000175697.11	-0.29990827	1.911138759	6.476916854	0.018219787	0.052722317
P1	CANT1	ENSG00000171302.17	0.155365654	6.010649133	6.4762056	0.018225422	0.052731643
P1	HNRNPU	ENSG00000153187.20	0.188707485	8.150383005	6.474111101	0.018242029	0.052772704
P1	GNPDA1	ENSG00000113552.16	0.221360662	5.22242803	6.472343727	0.018256055	0.05280629
P1	PLEKHD1	ENSG00000175985.10	-0.63381406	-0.891553075	6.471714935	0.018261048	0.052813743
P1	AC027328.1	ENSG00000249782.2	0.87166654	-1.55318164	6.471269168	0.018264588	0.052816994
P1	KCNIP2-AS1	ENSG00000226009.2	-0.329070219	0.928567936	6.469695217	0.018277096	0.05284617
P1	AFAP1L2	ENSG00000169129.15	0.900361747	-0.951620262	6.466749231	0.018300531	0.052906933
P1	SYT3	ENSG00000213023.11	1.975135615	-3.530155269	6.465374994	0.018311475	0.05293157
P1	AC103706.1	ENSG00000261220.2	0.569767146	-0.658315007	6.463769543	0.018324269	0.052953491
P1	RNU5B-1	ENSG00000200156.1	-0.953440681	-1.483956995	6.463652437	0.018325203	0.052953491
P1	MIR3124	ENSG00000264500.1	-1.582815753	-3.664284823	6.463327294	0.018327796	0.052953491
P1	MAPKAP1	ENSG00000119487.17	0.166804623	7.625726077	6.46320761	0.01832875	0.052953491
P1	ADCK5	ENSG00000173137.12	-0.226582116	3.256234825	6.461699713	0.018340779	0.052981241
P1	ZNF330	ENSG00000109445.11	0.206820634	4.340629474	6.460696344	0.018348788	0.052997372
P1	ZNF446	ENSG00000083838.17	-0.265211507	2.16201128	6.460329123	0.018351721	0.052998838
P1	KLHL35	ENSG00000149243.17	0.397067308	1.134747542	6.459072458	0.018361759	0.053020822
P1		ENSG00000288927.1	-0.506104731	1.120055197	6.458337958	0.018367629	0.053030766
P1	LINC01378	ENSG00000236922.10	-1.486736525	-3.390896143	6.457325227	0.018375726	0.053047136
P1	CDC42SE1	ENSG00000197622.13	0.143482187	5.646235183	6.456838288	0.018379621	0.053051372
P1	AL020995.1	ENSG00000236065.2	-0.229973719	2.40752205	6.455962262	0.018386629	0.053064594
P1	CYB5A	ENSG00000166347.19	-0.191330951	4.158456654	6.454403756	0.018399106	0.053093592
P1	GRIA2	ENSG00000120251.21	-1.584648544	-3.465862962	6.453578144	0.018405719	0.053100082
P1	SLC25A10	ENSG00000183048.12	0.482371148	0.059157258	6.453516362	0.018406214	0.053100082
P1	AC011468.2	ENSG00000267827.5	-0.381192589	1.037076678	6.450571683	0.018429824	0.053161176
P1	NKX2-5	ENSG00000183072.10	4.321910006	-2.906550233	6.666534156	0.018449975	0.053212279
P1	AL645568.2	ENSG00000231615.2	-1.380394467	-1.694241836	6.444047252	0.018482255	0.053298345
P1	SYNJ2	ENSG00000078269.15	0.200496824	7.492169558	6.443215137	0.018488954	0.053306551
P1	TRAF3IP3	ENSG00000009790.15	0.87345435	-1.612231362	6.443087886	0.018489978	0.053306551
P1	MORN2	ENSG00000188010.16	0.317548406	1.962680817	6.439768749	0.018516727	0.053376627
P1	CIAPIN1	ENSG00000005194.15	0.168611354	4.569580216	6.439283326	0.018520643	0.053380874
P1	PRKCZ	ENSG00000067606.17	-0.512391533	0.536639812	6.437083701	0.018538397	0.053425002
P1	PRR34	ENSG00000182257.8	-0.383444743	1.321844424	6.436030053	0.018546909	0.053437437
P1	AC018450.1	ENSG00000241679.2	-0.784816844	-0.548280497	6.435944228	0.018547602	0.053437437
P1	SRSF4	ENSG00000116350.18	0.120573021	6.786660404	6.435053184	0.018554804	0.053451139
P1	AC015712.2	ENSG00000259583.4	-0.423519313	1.021948039	6.434725335	0.018557454	0.053451729
P1	ZNF230	ENSG00000159882.13	0.287429937	1.870688149	6.433862467	0.018564432	0.053464782
P1	ARHGAP20	ENSG00000137727.13	0.461801565	3.669713205	6.428964469	0.018604097	0.053571956
P1	AC015922.1	ENSG00000227790.7	-2.708979126	-3.666605814	6.427265977	0.018617874	0.053604564
P1	CMAS	ENSG00000111726.13	0.155013904	4.040638833	6.42653468	0.018623809	0.05361459
P1	AC090987.1	ENSG00000253656.1	1.484402579	-3.490224713	6.426127231	0.018627117	0.05361705
P1	NGFR	ENSG00000064300.9	2.398078745	-4.390015433	6.521031822	0.018642074	0.053653038
P1	CHN1	ENSG00000128656.15	0.218217527	6.516500938	6.423567457	0.018647912	0.053655733
P1	CENPH	ENSG00000153044.10	0.367979144	2.949963948	6.423331303	0.018649832	0.053655733
P1	PROX2	ENSG00000119608.15	-1.167023933	-1.260740482	6.423264463	0.018650375	0.053655733
P1	COX5A	ENSG00000178741.12	0.241917563	4.455952558	6.421567	0.018664182	0.053688386
P1	NUS1	ENSG00000153989.8	0.164598931	6.227412301	6.419375342	0.018682024	0.053725799
P1	TOLLIP	ENSG00000078902.16	-0.170510909	6.130770469	6.419365542	0.018682104	0.053725799
P1	AP4B1	ENSG00000134262.13	0.234689765	2.278074467	6.415540635	0.018713289	0.0538084
P1	MANBAL	ENSG00000101363.13	0.144739202	5.38053917	6.412390487	0.018739016	0.053875288
P1		ENSG00000287306.1	-2.446520783	-2.39175945	6.410244615	0.018756564	0.053918645
P1	HSDL2	ENSG00000119471.15	0.341589823	1.744644223	6.409193919	0.018765163	0.053923682
P1	RPLP0P2	ENSG00000243742.5	1.134092454	-1.468189712	6.40917934	0.018765282	0.053923682
P1	VMO1	ENSG00000182853.12	-1.134914337	-2.61438799	6.409126099	0.018765718	0.053923682
P1	PDE8A	ENSG00000073417.15	0.156845035	6.909682146	6.408675329	0.018769408	0.053925472
P1	AL031595.2	ENSG00000280011.1	-4.493075345	-3.790909736	6.504765584	0.018771275	0.053925472
P1	LINC01703	ENSG00000225518.3	-0.822558154	-1.109492828	6.407537568	0.018778727	0.053939788
P1	DCXR	ENSG00000169738.8	-0.221549227	3.837529193	6.405897714	0.018792166	0.053971299
P1	UBR7	ENSG00000012963.15	0.192662673	4.660851688	6.405421109	0.018796074	0.053975431
P1		ENSG00000286276.1	-0.789231916	-0.680218657	6.400406359	0.01883725	0.054086564
P1	NOMO2	ENSG00000185164.15	-0.200416206	5.918340501	6.397980881	0.018857201	0.054136737
P1	SEMA6A	ENSG00000092421.17	-0.347837174	1.33695061	6.396098196	0.018872703	0.054165369
P1	GUCY1A2	ENSG00000152402.11	-0.369856852	5.260773577	6.395911581	0.018874241	0.054165369
P1	AC025048.1	ENSG00000267095.1	1.334596448	-2.117434444	6.395866881	0.018874609	0.054165369
P1	ARID5A	ENSG00000196843.17	-0.235519962	3.922583465	6.394026833	0.018889776	0.054201777
P1	CDKN2AIP	ENSG00000168564.6	0.161984989	3.629683185	6.392956822	0.018898602	0.054219984
P1	PLEKHG7	ENSG00000187510.11	0.362983145	1.624145096	6.389875261	0.018924045	0.054285856
P1		ENSG00000285982.1	-0.300236846	2.29520808	6.388416302	0.018936105	0.054313321
P1	GART	ENSG00000159131.17	0.133495601	5.908567758	6.386403142	0.018952759	0.054353957
P1	MRPL54	ENSG00000183617.5	-0.423192064	2.462019574	6.385982361	0.018956243	0.054356814
P1	AC006001.3	ENSG00000229180.8	0.154072926	5.175460162	6.382573032	0.01898449	0.054430673
P1		ENSG00000286458.1	-0.471148492	3.683800932	6.380872627	0.018998596	0.054457817
P1	TFG	ENSG00000114354.15	0.139540376	7.167929427	6.380831089	0.018998941	0.054457817
P1	NUDT12	ENSG00000112874.10	0.274720502	3.763019723	6.379611075	0.019009069	0.054479703
P1		ENSG00000287740.1	-0.980199861	-1.666745305	6.378036009	0.019022154	0.054510056
P1	ZBTB33	ENSG00000177485.7	0.185544758	4.564214628	6.377524216	0.019026408	0.054515098
P1	PAPD5	ENSG00000121274.14	-0.132554832	5.745242192	6.376630675	0.019033837	0.054521272
P1	CEP128	ENSG00000100629.17	0.333524392	6.466652878	6.376502053	0.019034907	0.054521272
P1	RASA4DP	ENSG00000233297.4	-0.368416904	1.329187878	6.376180155	0.019037584	0.054521272
P1	DHX36	ENSG00000174953.14	0.177856582	6.270624968	6.375988724	0.019039177	0.054521272
P1	WDR54	ENSG00000005448.17	0.252493997	2.770180586	6.375765299	0.019041035	0.054521272
P1	C11orf80	ENSG00000173715.18	-0.222334794	4.985923032	6.375015729	0.019047273	0.054531987
P1	IGFBP7-AS1	ENSG00000245067.8	-0.89722185	-0.471441867	6.37166382	0.019075193	0.054604769
P1	LLGL2	ENSG00000073350.14	-1.424629982	-3.316141646	6.371291908	0.019078293	0.054606493
P1		ENSG00000289501.1	2.4384358	-4.518647469	6.584454117	0.019083312	0.054610895
P1	LINC02364	ENSG00000250190.2	2.591289601	-4.088117648	6.584261297	0.019084829	0.054610895
P1	LRRC37A6P	ENSG00000230445.4	-1.375026408	-3.255344771	6.367636972	0.019108795	0.054672315
P1	WHAMMP3	ENSG00000276141.4	0.198469251	3.334211503	6.358638545	0.01918412	0.054880645
P1	AL118506.1	ENSG00000268858.2	-0.275205533	2.205097595	6.356092716	0.019205491	0.054934592
P1	KAT2A	ENSG00000108773.11	-0.176796528	4.191377199	6.353830879	0.0192245	0.054981769
P1	CA12	ENSG00000074410.14	0.459321621	5.67331963	6.351688494	0.019242525	0.055026118
P1	GPAT4	ENSG00000158669.11	0.176945892	5.345698192	6.35021999	0.019254891	0.055054277
P1	AC108474.1	ENSG00000250971.3	-0.828770381	-1.939753301	6.346558595	0.019285761	0.055135329
P1	MAB21L3	ENSG00000173212.5	0.550058406	0.313145228	6.344254374	0.019305216	0.055182497
P1	SHANK2	ENSG00000162105.21	-0.383445977	3.1598479	6.344006628	0.019307309	0.055182497
P1	KATNBL1	ENSG00000134152.11	0.19488556	5.921754885	6.341915998	0.019324983	0.055225787
P1	MARCO	ENSG00000019169.11	1.456731169	-2.597754308	6.341563332	0.019327966	0.055227091
P1	C10orf88	ENSG00000119965.13	0.206266281	4.100252995	6.339891113	0.019342117	0.055260303
P1	MASP2	ENSG00000009724.17	-0.756298838	-1.697616837	6.338144397	0.019356912	0.055295341
P1	ZNF639	ENSG00000121864.10	0.188280643	5.117228216	6.333034002	0.019400268	0.055411951
P1	ARNTL2-AS1	ENSG00000245311.2	0.444924878	0.341941658	6.331108859	0.019416628	0.055449719
P1	RSU1	ENSG00000148484.18	-0.134320782	8.052874256	6.330881133	0.019418565	0.055449719
P1	INHBE	ENSG00000139269.3	-0.609104723	1.098370485	6.330058719	0.019425559	0.055462446
P1	PEBP4	ENSG00000134020.8	-0.56204279	-0.14008789	6.329234012	0.019432576	0.055475234
P1	AC068205.2	ENSG00000283341.3	1.63080886	-3.967011284	6.328825718	0.019436051	0.055477908
P1	SCAPER	ENSG00000140386.13	0.211715068	6.503347125	6.328459017	0.019439173	0.055479573
P1	TLX2	ENSG00000115297.11	0.753977964	-0.813340685	6.327876041	0.019444137	0.055481235
P1	AL365434.1	ENSG00000225519.1	1.344367141	-1.903226676	6.327794371	0.019444832	0.055481235
P1	AC110491.3	ENSG00000282527.2	-0.527357592	0.005917444	6.323450074	0.019481868	0.055579652
P1	IL6R	ENSG00000160712.13	0.323719074	3.855762405	6.321209374	0.019501001	0.055621915
P1	FSCN1P1	ENSG00000261559.1	-1.066233945	-2.398619359	6.321119167	0.019501772	0.055621915
P1	CHPF2	ENSG00000033100.17	-0.156641484	6.918837373	6.317180098	0.01953546	0.055710726
P1	SACM1L	ENSG00000211456.13	0.215200694	6.199422171	6.313028753	0.019571032	0.05580489
P1	AL023806.3	ENSG00000280184.2	-0.402816451	0.738480481	6.310047434	0.019596624	0.055870573
P1		ENSG00000286355.1	-1.411756721	-2.44781474	6.307559237	0.019618011	0.055921247
P1	MRPL39	ENSG00000154719.14	0.191311606	3.95078164	6.307384323	0.019619515	0.055921247
P1	TAGLN2	ENSG00000158710.15	0.191901253	7.837911583	6.306855765	0.019624062	0.055926914
P1	NT5DC1	ENSG00000178425.14	0.244320096	4.731168323	6.306497175	0.019627147	0.055928414
P1	AC109583.2	ENSG00000273682.1	1.300631234	-2.764420058	6.30499632	0.019640067	0.055957396
P1	RNMT	ENSG00000101654.18	0.173734944	5.79241768	6.304720925	0.019642439	0.055957396
P1	PAK2	ENSG00000180370.10	0.129292968	7.371765502	6.303936464	0.019649196	0.055969351
P1	AC008740.1	ENSG00000257403.2	0.555101516	-0.575831248	6.301877857	0.019666942	0.056012598
P1	YIPF5	ENSG00000145817.17	0.168398599	7.076687264	6.300412825	0.019679581	0.056039292
P1	TNFAIP3	ENSG00000118503.16	0.3970841	3.071322935	6.300197192	0.019681442	0.056039292
P1	LINC02476	ENSG00000225546.6	0.95300896	-1.680126631	6.296494461	0.019713431	0.056123064
P1	DACH1	ENSG00000276644.5	0.865065446	-1.941055664	6.294860065	0.01972757	0.056154071
P1	ZNF181	ENSG00000197841.15	-0.192818845	3.312447177	6.294641511	0.019729461	0.056154071
P1	ARHGAP27	ENSG00000159314.12	0.221700637	2.842791149	6.291695959	0.019754973	0.056219362
P1	FANCI	ENSG00000140525.19	0.382535066	5.028160107	6.291129196	0.019759886	0.056226022
P1	DDX10	ENSG00000178105.12	0.244715268	6.351666291	6.286658751	0.019798687	0.056329093
P1	ZNF837	ENSG00000152475.7	-0.360784356	1.950138238	6.285556148	0.019808269	0.056349022
P1	AL136295.3	ENSG00000259371.2	0.734077081	-1.718943618	6.280938884	0.019848454	0.056455989
P1	MOCS2	ENSG00000164172.20	0.178250863	4.888368899	6.27847196	0.019869962	0.056509809
P1		ENSG00000287368.1	-0.685647317	-1.35146262	6.275842499	0.019892915	0.056567726
P1	EVI5	ENSG00000067208.16	-0.218362813	6.837124493	6.274762638	0.019902349	0.056587193
P1	CARMIL1	ENSG00000079691.18	0.198393818	4.994429602	6.274147205	0.019907729	0.056595125
P1	AC116631.1	ENSG00000284516.1	0.411578334	0.386124409	6.271715952	0.019928995	0.056648215
P1	LINC01546	ENSG00000228459.5	0.607789861	-0.592036862	6.271407293	0.019931697	0.056648527
P1	RILPL1	ENSG00000188026.13	-0.203245785	5.254380287	6.269346605	0.019949745	0.056692449
P1	AC012464.1	ENSG00000257283.1	-0.390556995	0.664087072	6.266410065	0.019975495	0.056758244
P1	SPATA24	ENSG00000170469.11	-0.422658538	0.814689414	6.263558754	0.020000533	0.056822
P1	NEMP2	ENSG00000189362.12	0.228714382	2.61816077	6.262889788	0.020006412	0.056831316
P1	AP000808.2	ENSG00000255741.1	-0.803462001	-1.83147238	6.261953575	0.020014643	0.05684731
P1	HLA-G	ENSG00000204632.13	-0.885138583	-0.747348304	6.261552855	0.020018168	0.056849932
P1	LINC00862	ENSG00000203721.8	0.422190357	1.166232	6.261189604	0.020021363	0.056851619
P1	MIRLET7DHG	ENSG00000230262.8	-0.466785978	0.948005927	6.25813781	0.020048231	0.056920518
P1	ZNF677	ENSG00000197928.11	0.215292151	3.244871786	6.257696233	0.020052122	0.056924171
P1	ZNF511-PRAP1	ENSG00000283496.1	-0.776234036	-1.650313883	6.255328783	0.020072998	0.056976031
P1	BROX	ENSG00000162819.12	0.20813291	6.458731875	6.253396098	0.020090058	0.057015422
P1	UGT8	ENSG00000174607.11	1.637676491	-2.782557649	6.253165647	0.020092093	0.057015422
P1	AP000311.1	ENSG00000249209.2	0.488756653	-0.012146712	6.252040815	0.02010203	0.057027583
P1	WNT16	ENSG00000002745.13	0.275917129	3.563118062	6.252037428	0.02010206	0.057027583
P1	EIF2B3	ENSG00000070785.17	0.149508349	5.243337733	6.251794604	0.020104206	0.057027583
P1	HIST1H2AC	ENSG00000180573.10	0.26398924	5.753611711	6.251271412	0.020108831	0.057033299
P1	BTBD2	ENSG00000133243.10	-0.204113177	6.506062082	6.25039963	0.020116539	0.057047759
P1	CHMP2B	ENSG00000083937.10	0.143125307	5.766522289	6.248564967	0.020132772	0.057086387
P1		ENSG00000285827.1	-5.342695629	-4.551481238	6.339088778	0.020145925	0.057116271
P1	SKI	ENSG00000157933.10	0.212272967	8.332989824	6.246450761	0.020151497	0.057124658
P1	AL160313.1	ENSG00000247970.3	-0.371114508	1.36364022	6.245571802	0.020159287	0.057129761
P1	AL133373.2	ENSG00000279286.2	1.462820211	-3.475504897	6.245380298	0.020160985	0.057129761
