"clusterID"	"N"	"coord"	"gene.x"	"annotation"	"FDR"	"gene.y"	"ensemblID"	"chr"	"start"	"end"	"verdict"	"deltapsi"	"transcripts"	"Sample"
"2015"	"clu_4611_+"	8	"chr5:139279129-139314675"	"<i>MATR3</i>"	"annotated"	0.0225	"MATR3"	"ENSG00000132466.20"	"chr5"	139293805	139307239	"annotated"	-0.026	"ENST00000394805.8+ENST00000510056.5"	"K562"
"2016"	"clu_4833_+"	11	"chr6:2994053-3006468"	"<i>NQO2</i>"	"cryptic"	0.000195	"NQO2"	"ENSG00000161016.18"	"chr6"	3004259	3006468	"annotated"	-0.026	"ENST00000606474.1"	"K562"
"2017"	"clu_5131_+"	2	"chr7:26206510-26208466"	"<i>CBX3</i>"	"annotated"	0.0258	"CBX3"	"ENSG00000183506.17"	"chr7"	26206510	26208466	"annotated"	-0.026	"ENST00000409747.5"	"K562"
"2018"	"clu_5325_-"	5	"chr8:100705673-100709133"	"<i>PABPC1</i>"	"annotated"	0.0378	"PABPC1"	"ENSG00000198563.14"	"chr8"	100706997	100709133	"annotated"	-0.026	"ENST00000318607.10+ENST00000517403.5+ENST00000518716.1+ENST00000519004.5+ENST00000520142.2+ENST00000520804.2+ENST00000521865.6+ENST00000522387.5+ENST00000522658.6+ENST00000522720.2+ENST00000523555.6+ENST00000610907.2+ENST00000676655.1+ENST00000676662.1+ENST00000676976.1+ENST00000677140.1+ENST00000677380.1+ENST00000677478.1+ENST00000677765.1+ENST00000677775.1+ENST00000677787.1+ENST00000677892.1+ENST00000678290.1+ENST00000678709.1+ENST00000678822.1+ENST00000678954.1+ENST00000679197.1"	"K562"
"2019"	"clu_569_+"	8	"chr1:75787604-75791285"	"<i>RABGGTB</i>"	"cryptic"	3.7e-06	"RABGGTB"	"ENSG00000137955.16"	"chr1"	75790057	75790152	"annotated"	-0.026	"ENST00000471759.5"	"K562"
"2020"	"clu_833_+"	8	"chr10:72216072-72230366"	"<i>ANAPC16</i>"	"cryptic"	6.68e-05	"ANAPC16"	"ENSG00000166295.9"	"chr10"	72216138	72223888	"annotated"	-0.026	"ENST00000299381.5+ENST00000621663.4"	"K562"
"2021"	"clu_1944_-"	3	"chr15:76225929-76231333"	"<i>ETFA</i>"	"annotated"	0.00122	"ETFA"	"ENSG00000241973.11"	"chr15"	76225929	76231333	"annotated"	-0.027	"ENST00000267950.12+ENST00000433983.6+ENST00000557943.6+ENST00000559386.2+ENST00000559602.5+ENST00000559973.5+ENST00000560044.6+ENST00000560595.6+ENST00000560726.5+ENST00000560899.5+ENST00000565910.6+ENST00000685118.1+ENST00000685548.1+ENST00000685863.1+ENST00000687293.1+ENST00000687975.1+ENST00000688389.1+ENST00000688908.1+ENST00000689730.1+ENST00000690610.1+ENST00000691021.1+ENST00000691695.1+ENST00000692691.1+ENST00000693064.1"	"K562"
"2022"	"clu_1961_-"	4	"chr15:84691644-84716025"	"<i>SEC11A</i>"	"annotated"	0.0412	"SEC11A"	"ENSG00000128915.12"	"chr15"	84691644	84714731	"annotated"	-0.027	"ENST00000455959.7"	"K562"
"2023"	"clu_2147_+"	3	"chr16:2768261-2768997"	"<i>SRRM2</i>"	"annotated"	0.0136	"SRRM2"	"ENSG00000164506.15"	"chr16"	2768599	2768997	"annotated"	-0.027	"ENST00000571041.1+ENST00000572883.1"	"K562"
"2024"	"clu_2232_+"	3	"chr16:31185179-31188325"	"<i>FUS</i>"	"annotated"	0.0225	"FUS"	"ENSG00000288558.2"	"chr16"	31185179	31186802	"annotated"	-0.027	"ENST00000254108.12+ENST00000380244.7+ENST00000568685.1+ENST00000570090.1"	"K562"
"2025"	"clu_29_-"	4	"chr1:1390865-1393396"	"<i>CCNL2</i>"	"annotated"	0.013	"CCNL2"	"ENSG00000175061.19"	"chr1"	1390865	1392679	"annotated"	-0.027	"ENST00000469113.5+ENST00000482621.5"	"K562"
"2026"	"clu_3759_-"	3	"chr22:20747702-20751293"	"<i>PI4KA</i>"	"cryptic"	0.0445	"PI4KA"	"ENSG00000174371.17"	"chr22"	20747702	20751293	"novel annotated pair"	-0.027	"ENST00000255882.11+ENST00000475414.1"	"K562"
"2027"	"clu_3837_+"	9	"chr22:20116395-20119013"	"<i>RANBP1</i>"	"cryptic"	0.0404	"RANBP1"	"ENSG00000100281.14"	"chr22"	20118131	20119013	"annotated"	-0.027	"ENST00000416427.5"	"K562"
"2028"	"clu_431_+"	7	"chr1:19597109-19623474"	"<i>MICOS10</i>"	"annotated"	0.00925	"MICOS10"	"ENSG00000135829.17"	"chr1"	19597109	19622100	"annotated"	-0.027	"ENST00000322753.7+ENST00000462646.5+ENST00000467029.5+ENST00000481464.5+ENST00000485362.1+ENST00000486890.5+ENST00000498642.5+ENST00000602293.5+ENST00000602384.5"	"K562"
"2029"	"clu_4522_+"	3	"chr5:32588584-32591569"	"<i>SUB1</i>"	"cryptic"	0.0389	"SUB1"	"ENSG00000151092.18"	"chr5"	32588584	32591563	"annotated"	-0.027	"ENST00000265073.9+ENST00000502897.5+ENST00000504016.1+ENST00000506237.5+ENST00000510442.1+ENST00000511615.5+ENST00000511988.5+ENST00000512913.5+ENST00000515355.5"	"K562"
"2030"	"clu_5355_-"	10	"chr8:129352980-129574882"	"<i>CCDC26</i>"	"annotated"	0.0327	"CCDC26"	"ENSG00000092841.19"	"chr8"	129480690	129574882	"annotated"	-0.027	"ENST00000652971.1+ENST00000662207.1+ENST00000663521.1+ENST00000665348.1+ENST00000665364.1+ENST00000669617.1+ENST00000675388.1+ENST00000676129.1+ENST00000676407.1"	"K562"
"2031"	"clu_7_-"	31	"chr1:495049-743286"	"<i>ENSG00000237094</i>"	"cryptic"	0.000604	"ENSG00000237094"	"ENSG00000237094.12"	"chr1"	498456	501556	"annotated"	-0.027	"ENST00000641579.1+ENST00000641845.1+ENST00000641916.1"	"K562"
"2032"	"clu_1002_+"	8	"chr11:32583929-32589547"	"<i>EIF3M</i>"	"cryptic"	6.68e-05	"EIF3M"	"ENSG00000149100.13"	"chr11"	32587144	32588594	"annotated"	-0.028	"ENST00000323213.9+ENST00000530026.5+ENST00000531120.6+ENST00000531186.5+ENST00000531921.5+ENST00000532054.1+ENST00000532444.5+ENST00000533439.1"	"K562"
"2033"	"clu_1099_+"	4	"chr11:112089004-112107545"	"<i>SDHD</i>"	"annotated"	0.0346	"SDHD"	"ENSG00000006015.18"	"chr11"	112089011	112093080	"annotated"	-0.028	"ENST00000526592.5"	"K562"
"2034"	"clu_1155_-"	15	"chr11:12930510-12989456"	"<i>LINC00958</i>"	"cryptic"	2.59e-06	"LINC00958"	"ENSG00000251381.8"	"chr11"	12988466	12989456	"annotated"	-0.028	"ENST00000526388.2+ENST00000653958.1+ENST00000653981.1+ENST00000662291.1+ENST00000667588.1"	"K562"
"2035"	"clu_1334_-"	6	"chr12:52905027-52949715"	"<i>KRT8</i>"	"annotated"	0.000149	"KRT8"	"ENSG00000124588.22"	"chr12"	52905027	52949715	"annotated"	-0.028	"ENST00000546826.5+ENST00000546897.5+ENST00000548998.5"	"K562"
"2036"	"clu_1965_-"	6	"chr15:90966653-90969524"	"<i>PRC1</i>"	"annotated"	0.029	"PRC1"	"ENSG00000197746.15"	"chr15"	90967202	90969447	"annotated"	-0.028	"ENST00000361188.9+ENST00000394249.8"	"K562"
"2037"	"clu_3614_+"	3	"chr21:6318604-6320883"	"<i>ENSG00000278903</i>"	"cryptic"	0.0278	"ENSG00000278903"	"ENSG00000167196.14"	"chr21"	6318604	6320883	"annotated"	-0.028	"ENST00000689354.1+ENST00000692046.1+ENST00000692237.1+ENST00000692318.1"	"K562"
"2038"	"clu_464_+"	3	"chr1:28506084-28508128"	"<i>RCC1</i>"	"cryptic"	0.0056	"RCC1"	"ENSG00000070526.15"	"chr1"	28506084	28508128	"annotated"	-0.028	"ENST00000373833.10+ENST00000398958.6+ENST00000427469.5+ENST00000434290.6+ENST00000649185.1+ENST00000683442.1+ENST00000413987.1+ENST00000447507.1"	"K562"
"2039"	"clu_4904_+"	3	"chr6:41789332-41789568"	"<i>ENSG00000124593</i>"	"cryptic"	0.044	"ENSG00000124593"	"ENSG00000083312.19"	"chr6"	41789336	41789568	"annotated"	-0.028	"ENST00000335515.10+ENST00000487182.5+ENST00000398881.4"	"K562"
"2040"	"clu_873_-"	3	"chr10:5766295-5768213"	"<i>GDI2</i>"	"annotated"	0.0476	"GDI2"	"."	"chr10"	5766295	5766494	"annotated"	-0.028	"ENST00000380181.7+ENST00000380191.9"	"K562"
"2041"	"clu_1165_-"	10	"chr11:31433570-31509519"	"<i>IMMP1L</i>"	"annotated"	0.015	"IMMP1L"	"ENSG00000265681.8"	"chr11"	31463305	31469758	"annotated"	-0.029	"ENST00000529749.5+ENST00000531693.1"	"K562"
"2042"	"clu_1250_-"	7	"chr11:85959060-85981129"	"<i>PICALM</i>"	"annotated"	0.000261	"PICALM"	"ENSG00000088448.14"	"chr11"	85974812	85976623	"annotated"	-0.029	"ENST00000393346.8+ENST00000526033.5+ENST00000526548.3+ENST00000526907.1+ENST00000526961.5+ENST00000528398.5+ENST00000529760.5+ENST00000530692.5+ENST00000532317.5+ENST00000630913.2"	"K562"
"2043"	"clu_2501_+"	5	"chr17:16440253-16441368"	"<i>SNHG29</i>"	"cryptic"	1.77e-06	"SNHG29"	"ENSG00000175061.19"	"chr17"	16440253	16441074	"annotated"	-0.029	"ENST00000460249.5+ENST00000475947.7+ENST00000475953.6+ENST00000477249.7+ENST00000478103.6+ENST00000480811.6+ENST00000481027.5+ENST00000481898.6+ENST00000484836.2+ENST00000487066.6+ENST00000491009.6+ENST00000492250.5+ENST00000497774.6+ENST00000578757.5+ENST00000579473.6+ENST00000580770.5+ENST00000581718.6+ENST00000582911.6+ENST00000583400.7+ENST00000584141.5+ENST00000584177.5+ENST00000584926.5+ENST00000653954.1+ENST00000654356.1+ENST00000654561.1+ENST00000655540.1+ENST00000658116.2+ENST00000658943.1+ENST00000659884.1+ENST00000660020.1+ENST00000660419.1+ENST00000660462.1+ENST00000662869.1+ENST00000663781.1+ENST00000664939.1+ENST00000667979.2+ENST00000668333.1+ENST00000669136.1+ENST00000671170.1+ENST00000685971.1+ENST00000686699.1+ENST00000688805.1+ENST00000689691.1+ENST00000692720.1+ENST00000692724.1"	"K562"
"2044"	"clu_2800_-"	3	"chr19:18905629-18910971"	"<i>COPE</i>"	"annotated"	0.0273	"COPE"	"ENSG00000198901.14"	"chr19"	18905629	18910971	"annotated"	-0.029	"ENST00000262812.9+ENST00000349893.8+ENST00000351079.8+ENST00000600932.5"	"K562"
"2045"	"clu_3082_+"	3	"chr19:55384303-55386350"	"<i>RPL28</i>"	"cryptic"	0.0224	"RPL28"	"ENSG00000168488.19"	"chr19"	55386209	55386350	"cryptic_fiveprime"	-0.029	"."	"K562"
"2046"	"clu_3762_-"	3	"chr22:21476160-21477790"	"<i>PI4KAP2</i>"	"annotated"	0.027	"PI4KAP2"	"ENSG00000176014.13"	"chr22"	21476160	21477790	"annotated"	-0.029	"ENST00000360806.9+ENST00000450651.5"	"K562"
"2047"	"clu_4508_-"	3	"chr5:181238239-181239487"	"<i>RACK1</i>"	"annotated"	0.0323	"RACK1"	"ENSG00000136699.20"	"chr5"	181238239	181239067	"annotated"	-0.029	"ENST00000376817.8+ENST00000502844.5+ENST00000504128.5+ENST00000504325.5+ENST00000507000.5+ENST00000507756.5+ENST00000508682.5+ENST00000509535.5+ENST00000510199.5+ENST00000511473.5+ENST00000511900.5+ENST00000512805.6+ENST00000512968.5+ENST00000513060.5"	"K562"
"2048"	"clu_499_+"	3	"chr1:39105717-39231182"	"<i>MACF1</i>"	"annotated"	0.015	"MACF1"	"ENSG00000122406.14"	"chr1"	39215429	39231182	"annotated"	-0.029	"ENST00000469366.1+ENST00000480624.5+ENST00000671089.2+ENST00000690080.1"	"K562"
"2049"	"clu_5006_-"	13	"chr7:26174782-26195847"	"<i>HNRNPA2B1</i>"	"cryptic"	0.0114	"HNRNPA2B1"	"ENSG00000182481.10"	"chr7"	26193694	26195847	"annotated"	-0.029	"ENST00000354667.8+ENST00000356674.8+ENST00000360787.8+ENST00000463181.5+ENST00000476233.2+ENST00000490912.6+ENST00000608362.2+ENST00000618183.5+ENST00000676497.1+ENST00000676524.1+ENST00000676746.1+ENST00000676749.1+ENST00000676903.1+ENST00000676932.1+ENST00000677037.1+ENST00000677075.1+ENST00000677339.1+ENST00000677396.1+ENST00000677571.1+ENST00000677574.1+ENST00000677631.1+ENST00000677656.1+ENST00000677669.1+ENST00000677839.1+ENST00000677906.1+ENST00000678035.1+ENST00000678075.1+ENST00000678277.1+ENST00000678431.1+ENST00000678449.1+ENST00000678501.1+ENST00000678675.1+ENST00000678697.1+ENST00000678779.1+ENST00000678884.1+ENST00000678935.1+ENST00000678962.1+ENST00000678998.1+ENST00000679001.1+ENST00000679021.1+ENST00000679123.1+ENST00000679124.1+ENST00000679243.1+ENST00000679318.1"	"K562"
"2050"	"clu_5695_+"	5	"chr9:136670009-136671926"	"<i>EGFL7</i>"	"cryptic"	0.0128	"EGFL7"	"ENSG00000163682.17"	"chr9"	136670330	136670950	"annotated"	-0.029	"ENST00000308874.12+ENST00000371698.3+ENST00000371699.5+ENST00000406555.7+ENST00000492002.1"	"K562"
"2051"	"clu_5802_+"	2	"chrX:155220307-155227235"	"<i>VBP1</i>"	"cryptic"	0.0198	"VBP1"	"ENSG00000111247.15"	"chrX"	155220307	155227235	"annotated"	-0.029	"ENST00000286428.7+ENST00000535916.5+ENST00000625964.2"	"K562"
"2052"	"clu_1275_-"	4	"chr11:123061258-123062347"	"<i>HSPA8</i>"	"annotated"	0.021	"HSPA8"	"ENSG00000002822.16"	"chr11"	123061329	123062064	"annotated"	-0.03	"ENST00000453788.6+ENST00000525463.5+ENST00000527983.5+ENST00000531063.1+ENST00000532167.5+ENST00000533238.5+ENST00000533540.5+ENST00000534624.6"	"K562"
"2053"	"clu_129_-"	6	"chr1:32627544-32634768"	"<i>ZBTB8OS</i>"	"annotated"	0.0149	"ZBTB8OS"	"ENSG00000172239.14"	"chr1"	32627544	32634768	"annotated"	-0.03	"ENST00000436661.6+ENST00000468695.6+ENST00000473294.7+ENST00000476493.6+ENST00000492007.6"	"K562"
"2054"	"clu_2037_-"	8	"chr16:21415085-21424979"	"<i>NPIPB3</i>"	"annotated"	0.0351	"NPIPB3"	"ENSG00000127483.19"	"chr16"	21419766	21424979	"annotated"	-0.03	"ENST00000519305.6+ENST00000521589.5+ENST00000535190.1"	"K562"
"2055"	"clu_2257_+"	4	"chr16:81020276-81024715"	"<i>CENPN</i>"	"annotated"	0.00032	"CENPN"	"ENSG00000197223.12"	"chr16"	81020276	81024715	"annotated"	-0.03	"ENST00000305850.10+ENST00000393335.7+ENST00000428963.6+ENST00000439957.7"	"K562"
"2056"	"clu_2500_+"	6	"chr17:16439414-16440185"	"<i>SNHG29</i>"	"annotated"	0.0136	"SNHG29"	"ENSG00000214087.9"	"chr17"	16439414	16440185	"annotated"	-0.03	"ENST00000460249.5+ENST00000470491.7+ENST00000472367.5+ENST00000475947.7+ENST00000475953.6+ENST00000478103.6+ENST00000481027.5+ENST00000481898.6+ENST00000483140.7+ENST00000483588.2+ENST00000487066.6+ENST00000491009.6+ENST00000579473.6+ENST00000580180.6+ENST00000580770.5+ENST00000581361.5+ENST00000581718.6+ENST00000581913.5+ENST00000583400.7+ENST00000584141.5+ENST00000584177.5+ENST00000653954.1+ENST00000654778.1+ENST00000655540.1+ENST00000658943.1+ENST00000660020.1+ENST00000660462.1+ENST00000662869.1+ENST00000663781.1+ENST00000664939.1+ENST00000665646.1+ENST00000666215.2+ENST00000667979.2+ENST00000669136.1+ENST00000671170.1+ENST00000685971.1+ENST00000686699.1+ENST00000688805.1+ENST00000689483.1+ENST00000689691.1+ENST00000692724.1"	"K562"
"2057"	"clu_2614_+"	3	"chr17:74203710-74203918"	"<i>RPL38</i>"	"annotated"	0.03	"RPL38"	"ENSG00000111229.16"	"chr17"	74203710	74203918	"annotated"	-0.03	"ENST00000439590.6"	"K562"
"2058"	"clu_2681_-"	5	"chr18:79973856-79988240"	"<i>TXNL4A</i>"	"annotated"	0.044	"TXNL4A"	"ENSG00000168566.13"	"chr18"	79973856	79988240	"annotated"	-0.03	"ENST00000269601.10+ENST00000355491.5+ENST00000585769.5+ENST00000588162.1"	"K562"
"2059"	"clu_3993_-"	7	"chr3:108047292-108057477"	"<i>CD47</i>"	"cryptic"	0.046	"CD47"	"ENSG00000105186.16"	"chr3"	108050602	108051939	"annotated"	-0.03	"ENST00000361309.6+ENST00000398258.7+ENST00000517766.5"	"K562"
"2060"	"clu_4833_+"	11	"chr6:2994053-3006468"	"<i>NQO2</i>"	"cryptic"	0.000195	"NQO2"	"ENSG00000135046.14"	"chr6"	2994053	3006468	"annotated"	-0.03	"ENST00000380472.7+ENST00000426637.5"	"K562"
"2061"	"clu_527_+"	3	"chr1:44750564-44753733"	"<i>KIF2C</i>"	"annotated"	0.0361	"KIF2C"	"ENSG00000131236.18"	"chr1"	44753254	44753733	"annotated"	-0.03	"ENST00000372217.5+ENST00000372224.9+ENST00000455186.5"	"K562"
"2062"	"clu_527_+"	3	"chr1:44750564-44753733"	"<i>KIF2C</i>"	"annotated"	0.0361	"KIF2C"	"ENSG00000131236.18"	"chr1"	44750564	44753733	"annotated"	-0.03	"ENST00000372217.5+ENST00000372224.9+ENST00000452259.5+ENST00000455186.5+ENST00000493027.5"	"K562"
"2063"	"clu_2102_-"	4	"chr16:88717211-88719574"	"<i>PIEZO1</i>"	"cryptic"	0.00691	"PIEZO1"	"ENSG00000004487.18"	"chr16"	88717211	88717317	"cryptic_fiveprime"	-0.031	"."	"K562"
"2064"	"clu_2380_-"	3	"chr17:44212006-44212819"	"<i>UBTF</i>"	"annotated"	0.0455	"UBTF"	"ENSG00000243147.8"	"chr17"	44212006	44212344	"annotated"	-0.031	"ENST00000302904.8+ENST00000436088.6+ENST00000529383.5"	"K562"
"2065"	"clu_2610_+"	2	"chr17:68044503-68045772"	"<i>KPNA2</i>"	"annotated"	0.0118	"KPNA2"	"ENSG00000198088.10"	"chr17"	68044503	68044819	"annotated"	-0.031	"ENST00000677827.1+ENST00000678054.1"	"K562"
"2066"	"clu_2872_-"	3	"chr19:55265367-55265886"	"<i>HSPBP1</i>"	"cryptic"	0.00246	"HSPBP1"	"ENSG00000284931.1"	"chr19"	55265367	55265886	"cryptic_threeprime"	-0.031	"."	"K562"
"2067"	"clu_3072_+"	7	"chr19:54201281-54207398"	"<i>RPS9</i>"	"cryptic"	0.00435	"RPS9"	"ENSG00000096063.16"	"chr19"	54206462	54207398	"annotated"	-0.031	"ENST00000302907.9+ENST00000391752.5+ENST00000391753.6+ENST00000436445.5+ENST00000445961.5"	"K562"
"2068"	"clu_3666_+"	3	"chr21:46635763-46636896"	"<i>PRMT2</i>"	"annotated"	0.0257	"PRMT2"	"ENSG00000179218.15"	"chr21"	46635763	46636439	"annotated"	-0.031	"ENST00000355680.8"	"K562"
"2069"	"clu_87_-"	10	"chr1:20779908-20787195"	"<i>HP1BP3</i>"	"cryptic"	0.00116	"HP1BP3"	"ENSG00000106462.12"	"chr1"	20779911	20780350	"annotated"	-0.031	"ENST00000437575.5"	"K562"
"2070"	"clu_1002_+"	8	"chr11:32583929-32589547"	"<i>EIF3M</i>"	"cryptic"	6.68e-05	"EIF3M"	"ENSG00000149100.13"	"chr11"	32589135	32589547	"annotated"	-0.032	"ENST00000323213.9+ENST00000530026.5+ENST00000531120.6+ENST00000532444.5+ENST00000533439.1"	"K562"
"2071"	"clu_1320_-"	3	"chr12:48695829-48698138"	"<i>CCNT1</i>"	"annotated"	0.0457	"CCNT1"	"ENSG00000081237.20"	"chr12"	48696162	48698138	"annotated"	-0.032	"ENST00000261900.8"	"K562"
"2072"	"clu_1550_+"	6	"chr12:129109757-129113065"	"<i>TMEM132D-AS1</i>"	"annotated"	0.035	"TMEM132D-AS1"	"ENSG00000168028.14"	"chr12"	129109757	129110993	"annotated"	-0.032	"ENST00000537367.5+ENST00000541320.5+ENST00000542535.5"	"K562"
"2073"	"clu_1643_-"	9	"chr14:21234229-21269298"	"<i>HNRNPC</i>"	"annotated"	1.07e-07	"HNRNPC"	"ENSG00000092199.19"	"chr14"	21263336	21269298	"annotated"	-0.032	"ENST00000420743.6+ENST00000553300.6+ENST00000553614.5+ENST00000553753.5+ENST00000554383.5+ENST00000554455.5+ENST00000554539.5+ENST00000554891.5+ENST00000554969.5+ENST00000555137.5+ENST00000555215.5+ENST00000555309.5+ENST00000555914.5+ENST00000556226.5+ENST00000556513.5+ENST00000556628.5+ENST00000557336.1+ENST00000557442.5"	"K562"
"2074"	"clu_1912_-"	2	"chr15:64088851-64093645"	"<i>CIAO2A</i>"	"annotated"	0.00764	"CIAO2A"	"ENSG00000119689.15"	"chr15"	64088851	64093645	"annotated"	-0.032	"ENST00000300030.8+ENST00000380290.7+ENST00000557835.5+ENST00000559705.1+ENST00000559950.1"	"K562"
"2075"	"clu_3170_-"	3	"chr2:73734588-73737302"	"<i>TPRKB</i>"	"cryptic"	0.0014	"TPRKB"	"ENSG00000123349.15"	"chr2"	73734588	73737302	"annotated"	-0.032	"ENST00000409716.6+ENST00000462166.1"	"K562"
"2076"	"clu_4394_-"	4	"chr5:43298975-43313356"	"<i>HMGCS1</i>"	"cryptic"	0.0108	"HMGCS1"	"ENSG00000074800.16"	"chr5"	43298975	43307766	"annotated"	-0.032	"ENST00000325110.11+ENST00000507293.1"	"K562"
"2077"	"clu_4701_-"	4	"chr6:31540534-31541950"	"<i>DDX39B</i>"	"annotated"	0.0394	"DDX39B"	"ENSG00000153914.16"	"chr6"	31540566	31541950	"annotated"	-0.032	"ENST00000428098.5"	"K562"
"2078"	"clu_4954_+"	5	"chr6:147334222-147353323"	"<i>STXBP5</i>"	"annotated"	0.0141	"STXBP5"	"ENSG00000127483.19"	"chr6"	147339384	147353323	"annotated"	-0.032	"ENST00000321680.11"	"K562"
"2079"	"clu_5343_-"	9	"chr8:108229195-108248613"	"<i>EIF3E</i>"	"cryptic"	0.024	"EIF3E"	"ENSG00000235335.3"	"chr8"	108240075	108241799	"annotated"	-0.032	"ENST00000220849.10+ENST00000518100.6+ENST00000518345.2+ENST00000518442.5+ENST00000521297.2+ENST00000521440.6+ENST00000521614.6+ENST00000522887.1+ENST00000523674.2+ENST00000676487.1+ENST00000676642.1+ENST00000676698.1+ENST00000676706.1+ENST00000676892.1+ENST00000677040.1+ENST00000677409.1+ENST00000677447.1+ENST00000677501.1+ENST00000677590.1+ENST00000677614.1+ENST00000677674.1+ENST00000677746.1+ENST00000677965.1+ENST00000678023.1+ENST00000678042.1+ENST00000678243.1+ENST00000678334.1+ENST00000678797.1+ENST00000678881.1+ENST00000678901.1"	"K562"
"2080"	"clu_5355_-"	10	"chr8:129352980-129574882"	"<i>CCDC26</i>"	"annotated"	0.0327	"CCDC26"	"ENSG00000010244.19"	"chr8"	129370377	129574882	"annotated"	-0.032	"ENST00000520048.1+ENST00000523151.6+ENST00000652914.1+ENST00000664936.1+ENST00000670588.1+ENST00000674656.1+ENST00000674863.1+ENST00000674877.1+ENST00000674883.1+ENST00000674906.1+ENST00000675072.1+ENST00000675109.1+ENST00000675166.1+ENST00000675208.1+ENST00000675316.1+ENST00000675393.1+ENST00000675435.1+ENST00000675498.1+ENST00000675527.1+ENST00000675532.1+ENST00000675589.1+ENST00000675599.1+ENST00000675658.1+ENST00000675669.1+ENST00000675878.1+ENST00000675913.1+ENST00000676030.1+ENST00000676069.1+ENST00000676108.1+ENST00000676129.1+ENST00000676273.1+ENST00000676350.1+ENST00000676407.1"	"K562"
"2081"	"clu_839_+"	4	"chr10:75214070-75219063"	"<i>VDAC2</i>"	"cryptic"	0.0291	"VDAC2"	"ENSG00000172809.13"	"chr10"	75214070	75219063	"annotated"	-0.032	"ENST00000298468.9+ENST00000313132.8+ENST00000332211.11+ENST00000344036.8+ENST00000413289.1+ENST00000447677.5+ENST00000468285.1+ENST00000472137.5+ENST00000475142.5+ENST00000481876.5+ENST00000498394.5+ENST00000543351.5"	"K562"
"2082"	"clu_919_-"	3	"chr10:73246176-73246688"	"<i>DNAJC9</i>"	"cryptic"	0.0457	"DNAJC9"	"ENSG00000057608.17"	"chr10"	73246586	73246688	"cryptic_threeprime"	-0.032	"."	"K562"
"2083"	"clu_1167_-"	3	"chr11:32400044-32417577"	"<i>WT1</i>"	"annotated"	0.00935	"WT1"	"ENSG00000266976.3"	"chr11"	32416540	32417577	"annotated"	-0.033	"ENST00000379079.8+ENST00000448076.9+ENST00000452863.10+ENST00000527775.1+ENST00000527882.5"	"K562"
"2084"	"clu_1738_+"	3	"chr14:74882016-74885586"	"<i>DLST</i>"	"annotated"	0.00378	"DLST"	"ENSG00000132716.19"	"chr14"	74882016	74882591	"annotated"	-0.033	"ENST00000238671.11+ENST00000334220.9+ENST00000554806.5+ENST00000555071.5+ENST00000555089.5+ENST00000556190.5+ENST00000556460.5+ENST00000557012.5+ENST00000626051.1"	"K562"
"2085"	"clu_2693_+"	3	"chr18:12311053-12329146"	"<i>TUBB6</i>"	"annotated"	0.0279	"TUBB6"	"ENSG00000169045.17"	"chr18"	12311053	12325067	"annotated"	-0.033	"ENST00000317702.10+ENST00000417736.2+ENST00000590388.5+ENST00000590693.5+ENST00000591208.1+ENST00000591463.1"	"K562"
"2086"	"clu_286_-"	3	"chr1:154212624-154214457"	"<i>C1orf43</i>"	"annotated"	0.0322	"C1orf43"	"ENSG00000262919.8"	"chr1"	154212624	154214457	"annotated"	-0.033	"ENST00000350592.7+ENST00000362076.8+ENST00000368516.1+ENST00000368518.5+ENST00000368519.5+ENST00000368521.10+ENST00000470180.2+ENST00000640799.1+ENST00000648267.1"	"K562"
"2087"	"clu_2980_+"	24	"chr19:28607104-28612439"	"<i>ENSG00000266976</i>"	"cryptic"	0.00947	"ENSG00000266976"	"ENSG00000134905.17"	"chr19"	28612154	28612439	"annotated"	-0.033	"ENST00000587961.1+ENST00000651559.1"	"K562"
"2088"	"clu_3322_+"	9	"chr2:74198742-74211199"	"<i>MTHFD2</i>"	"annotated"	0.0104	"MTHFD2"	"ENSG00000101294.18"	"chr2"	74205889	74207704	"annotated"	-0.033	"ENST00000394053.7+ENST00000462026.2+ENST00000477455.5+ENST00000489041.2+ENST00000677170.1+ENST00000677997.1+ENST00000678228.1+ENST00000678684.1+ENST00000678955.1"	"K562"
"2089"	"clu_3333_+"	3	"chr2:87583346-87606593"	"<i>CYTOR</i>"	"annotated"	0.0342	"CYTOR"	"ENSG00000100911.16"	"chr2"	87583346	87606593	"annotated"	-0.033	"ENST00000409139.6+ENST00000409898.2+ENST00000642796.1+ENST00000643070.1+ENST00000643743.1+ENST00000644478.1+ENST00000646636.1+ENST00000643276.1"	"K562"
"2090"	"clu_395_+"	5	"chr1:2391958-2395784"	"<i>RER1</i>"	"cryptic"	0.0291	"RER1"	"ENSG00000183426.17"	"chr1"	2393355	2395784	"cryptic_fiveprime"	-0.033	"."	"K562"
"2091"	"clu_4187_+"	4	"chr3:186787264-186787803"	"<i>EIF4A2</i>"	"annotated"	0.00502	"EIF4A2"	"ENSG00000147586.10"	"chr3"	186787584	186787803	"annotated"	-0.033	"ENST00000323963.10+ENST00000425053.5+ENST00000426808.5+ENST00000429589.5+ENST00000440191.6+ENST00000443963.5+ENST00000461021.1+ENST00000492144.5+ENST00000494445.1"	"K562"
"2092"	"clu_4188_+"	4	"chr3:186787882-186789125"	"<i>EIF4A2</i>"	"annotated"	6.68e-05	"EIF4A2"	"ENSG00000156976.17"	"chr3"	186788420	186789125	"annotated"	-0.033	"ENST00000494445.1"	"K562"
